q_type,question,answer
general_info,What happens in the lungs during an asthma attack?,"During an asthma attack, the airways become inflamed and swollen, produce extra mucus, and the muscles around the airways tighten, making it hard to breathe."
symptoms,What are some signs of poorly controlled asthma?,"Using a relief inhaler more than two times per week, waking up with asthma symptoms more than two times per month, and refilling a short-acting inhaler more than two times per year are signs of poorly controlled asthma."
treatment,What is an asthma action plan?,"An asthma action plan is a written plan developed with your healthcare provider to help manage your asthma, including medication doses, when to use rescue medicine, and when to seek care."
prevention,How can pets affect asthma?,"Pets can transport allergens like dust, pollen, and molds, and pet dander can trigger asthma symptoms, making it important to limit pet exposure, especially in the bedroom."
general_info,What is bronchoconstriction?,"Bronchoconstriction is the tightening of the smooth muscles of the airways, which narrows the airways and makes it harder for air to move in and out of the lungs."
prevention,How can people with asthma prevent the flu?,Getting an annual flu shot is an important preventive measure to help prevent the flu and its complications.
general_info,What is asthma?,"Asthma is a lung condition that causes airways to become inflamed and narrow, making it harder to breathe."
general_info,What is bronchitis?,"Bronchitis causes inflammation in the airways, and there is a build-up of mucus that also causes them to narrow."
general_info,What is the difference between acute and chronic bronchitis?,"Acute bronchitis is usually caused by a viral or bacterial infection with symptoms improving within a week, while chronic bronchitis is a long-term condition that gets worse over time."
prevention,How can asthmatic bronchitis be prevented?,"Asthmatic bronchitis can be prevented by getting your annual flu shot, not smoking, avoiding secondhand smoke, and practicing good hand hygiene."
treatment,What are some treatments for Eczema?,"The context mentions 'Eczema on Dark Skin: Common Triggers, Symptoms, and Treatment', 'Eczema and Covid-19 Vaccines: What You Need to Know', and 'Stomach Eczema: Treatment, Symptoms, and Causes' suggesting various treatments are available for different types and locations of eczema."
symptoms,What are some symptoms of Eczema?,"The context mentions 'Eczema on Dark Skin: Common Triggers, Symptoms, and Treatment' and 'Stomach Eczema: Treatment, Symptoms, and Causes' suggesting that symptoms vary depending on the type and location of eczema."
general_info,What is Pityriasis Alba?,"Pityriasis Alba is characterized by 'White Patches On The Skin', as mentioned in the context."
treatment,What is a treatment for eczema that combats type 2 inflammation?,"Dupixent (dupilumab) is a therapy that works by combating type 2 inflammation, which can be associated with eczema."
general_info,What is macrophage polarization?,Macrophage polarization is a process related to the role of macrophages in allergic asthma.
general_info,What is the relationship between cell biology and asthma?,Cell biology plays a role in the understanding of asthma.
treatment,What are the treatments for asthma?,"Proper treatment and management can help with less severe asthma. Although airway remodeling is currently irreversible, managing asthma can help with symptoms."
prevention,How can one prevent asthma exacerbations?,"Get vaccinated against the flu or pneumonia, be mindful of potential exposures and alter your day-to-day to avoid them (e.g., staying indoors when pollen counts are high), make your home environment asthma-friendly (e.g., eradicating mold, using allergen-proof bedding), and make lifestyle choices that improve lung function, including following a healthful diet, exercising, and not smoking."
general_info,What is airway remodeling in the context of asthma?,Airway remodeling is a condition associated with worsened symptoms and more frequent and severe asthma attacks and is currently irreversible.
general_info,What is the role of IgE in asthma?,"In asthma, the immune system detects allergens or irritants, and in response, plasma cells release an antibody called immunoglobulin E (IgE). IgE then attaches itself to white blood cells."
general_info,What are the categories of health information available?,"The categories include Health A-Z, Prevention & Treatment, Health Care, and News."
